,0
GDP_per_capita,0.29138879641101084
GDP_growth,0.0
Trade_openness,0.0
Energy_use,3.714337263904787
Renewable_energy,-1.0004303192405424
Industry_VA,-0.0
Manufacturing,0.0
Services,0.0
Urban_pop,0.3632419081857528
Internet_users,-2.030259137606758
Mobile_subs,-0.4396234521734031
Inflation,-0.0
Gross_investment,-0.0
