moderator,coef_main,se_main,p_main,coef_interaction,se_interaction,p_interaction,n_obs
log_GDP,-3.3645876161797643,0.20050973484049836,1.0996044843131048e-54,-0.12573165910802858,0.12780809770023588,0.32552135905178536,840
