coef,std_err,p_value,n_obs,path
-1.1998120313018545,2.602498167415804,0.6448864955399305,960,ICT -> Energy Use
0.0010836343805899872,0.00011784625077801798,2.2685349389477583e-19,960,Energy Use -> CO2
