r2_obs,r2_max,beta_obs,delta_breakdown,delta_oster,r2_ratio
0.7799164683311189,0.789916468331119,-273.70538223359245,17.164677075703352,0.0,1.012821885940424
0.7799164683311189,0.7931834791815042,-273.70538223359245,12.937863147375726,0.0,1.0170108099894009
0.7799164683311189,0.7964504900318896,-273.70538223359245,10.38142890238453,0.0,1.0211997340383778
0.7799164683311189,0.7997175008822749,-273.70538223359245,8.668576768084412,0.0,1.0253886580873546
0.7799164683311189,0.8029845117326603,-273.70538223359245,7.440889882562158,0.0,1.0295775821363315
0.7799164683311189,0.8062515225830456,-273.70538223359245,6.517805853560237,0.0,1.0337665061853083
0.7799164683311189,0.8095185334334309,-273.70538223359245,5.798472848559055,0.0,1.0379554302342853
0.7799164683311189,0.8127855442838162,-273.70538223359245,5.2221355721729115,0.0,1.0421443542832622
0.7799164683311189,0.8160525551342016,-273.70538223359245,4.750009919236495,0.0,1.046333278332239
0.7799164683311189,0.8193195659845869,-273.70538223359245,4.356174539032129,0.0,1.050522202381216
0.7799164683311189,0.8225865768349723,-273.70538223359245,4.022646690517159,0.0,1.054711126430193
0.7799164683311189,0.8258535876853575,-273.70538223359245,3.736559304761801,0.0,1.0589000504791697
0.7799164683311189,0.8291205985357428,-273.70538223359245,3.48846265635041,0.0,1.0630889745281464
0.7799164683311189,0.8323876093861282,-273.70538223359245,3.2712604930219458,0.0,1.0672778985771234
0.7799164683311189,0.8356546202365135,-273.70538223359245,3.079520308609677,0.0,1.0714668226261002
0.7799164683311189,0.8389216310868989,-273.70538223359245,2.9090127497397638,0.0,1.0756557466750771
0.7799164683311189,0.8421886419372842,-273.70538223359245,2.756396008313413,0.0,1.0798446707240539
0.7799164683311189,0.8454556527876695,-273.70538223359245,2.61899460880273,0.0,1.0840335947730309
0.7799164683311189,0.8487226636380548,-273.70538223359245,2.494641216409929,0.0,1.0882225188220076
0.7799164683311189,0.8519896744884402,-273.70538223359245,2.3815614693533047,0.0,1.0924114428709846
0.7799164683311189,0.8552566853388255,-273.70538223359245,2.2782887755616095,0.0,1.0966003669199613
0.7799164683311189,0.8585236961892108,-273.70538223359245,2.183600356278998,0.0,1.1007892909689383
0.7799164683311189,0.8617907070395961,-273.70538223359245,2.0964686019029997,0.0,1.104978215017915
0.7799164683311189,0.8650577178899814,-273.70538223359245,2.0160236271651795,0.0,1.109167139066892
0.7799164683311189,0.8683247287403668,-273.70538223359245,1.941524128655728,0.0,1.113356063115869
0.7799164683311189,0.8715917395907521,-273.70538223359245,1.8723344736108125,0.0,1.1175449871648457
0.7799164683311189,0.8748587504411375,-273.70538223359245,1.8079065190167902,0.0,1.1217339112138227
0.7799164683311189,0.8781257612915228,-273.70538223359245,1.7477650595268872,0.0,1.1259228352627995
0.7799164683311189,0.8813927721419081,-273.70538223359245,1.6914960863876458,0.0,1.1301117593117764
0.7799164683311189,0.8846597829922934,-273.70538223359245,1.6387372436348773,0.0,1.1343006833607532
0.7799164683311189,0.8879267938426787,-273.70538223359245,1.589170016330182,0.0,1.13848960740973
0.7799164683311189,0.8911938046930641,-273.70538223359245,1.5425132948790983,0.0,1.142678531458707
0.7799164683311189,0.8944608155434494,-273.70538223359245,1.498518040692595,0.0,1.1468674555076837
0.7799164683311189,0.8977278263938347,-273.70538223359245,1.4569628394034733,0.0,1.1510563795566606
0.7799164683311189,0.90099483724422,-273.70538223359245,1.4176501739978504,0.0,1.1552453036056374
0.7799164683311189,0.9042618480946054,-273.70538223359245,1.3804032854579538,0.0,1.1594342276546143
0.7799164683311189,0.9075288589449907,-273.70538223359245,1.3450635156299258,0.0,1.163623151703591
0.7799164683311189,0.9107958697953761,-273.70538223359245,1.3114880480555224,0.0,1.167812075752568
0.7799164683311189,0.9140628806457614,-273.70538223359245,1.2795479789234587,0.0,1.172000999801545
0.7799164683311189,0.9173298914961467,-273.70538223359245,1.2491266632000941,0.0,1.1761899238505218
0.7799164683311189,0.920596902346532,-273.70538223359245,1.2201182912062094,0.0,1.1803788478994988
0.7799164683311189,0.9238639131969173,-273.70538223359245,1.1924266590286428,0.0,1.1845677719484755
0.7799164683311189,0.9271309240473027,-273.70538223359245,1.1659641026554706,0.0,1.1887566959974525
0.7799164683311189,0.930397934897688,-273.70538223359245,1.1406505709532124,0.0,1.1929456200464292
0.7799164683311189,0.9336649457480733,-273.70538223359245,1.1164128168342144,0.0,1.1971345440954062
0.7799164683311189,0.9369319565984586,-273.70538223359245,1.0931836894000055,0.0,1.201323468144383
0.7799164683311189,0.940198967448844,-273.70538223359245,1.0709015126533667,0.0,1.20551239219336
0.7799164683311189,0.9434659782992293,-273.70538223359245,1.0495095386742654,0.0,1.2097013162423367
0.7799164683311189,0.9467329891496146,-273.70538223359245,1.028955465051292,0.0,1.2138902402913134
0.7799164683311189,0.95,-273.70538223359245,1.009191007928951,0.0,1.2180791643402904
