coef_treatment,coef_interaction,se_treatment,se_interaction,p_treatment,p_interaction,n_obs
-1.3760467909684053,0.7651291756662213,0.2582321262399585,0.19013215984666637,1.2724901508865728e-07,6.234918441818918e-05,840
