sample_fraction,n_countries,n_observations,ate_mean,ate_std,significant_pct
0.6,24,504,-1.0276648659538279,1.4338157710961013,45.83333333333333
0.7,28,588,-1.5155935406583247,1.191921694082189,81.63265306122449
0.8,32,672,-0.9053039717388969,1.6073538265421623,45.83333333333333
0.9,36,756,-1.693989171197346,1.2664861540480443,68.78306878306879
1.0,40,840,-1.3157794698677516,1.0752164475696788,59.88095238095238
