country,year,CO2_per_capita,ICT_exports,Internet_users,Mobile_subs,GDP_per_capita,GDP_growth,Trade_openness,Gross_investment,Inflation,Energy_use,Renewable_energy,Electricity_access,Industry_VA,Manufacturing,Services,Agriculture,Population,Urban_pop,Tertiary_enroll,Forest_area,OECD
ARG,2013,271.470823204381,12.6482552856751,59.9,158.191,12963.675773326,2.40532378079436,29.3339290021037,17.3057789012596,,1928.54922885127,8.9,99.3,24.0058814423072,15.0110542553443,53.9190936666216,6.05291843670451,42582455.0,91.3014507719473,78.5681646081939,10.795449977893,0
ARG,2014,235.511382680579,10.7750437433971,64.7,142.325,12233.1444119186,-2.51261532081394,28.4067936452275,17.2628810064651,,1911.61727736839,9.8,100.0,24.2773944936602,14.7727785491821,52.9405434663365,6.71270351428559,43024071.0,91.3975345472954,81.072589697739,10.7138185179907,0
ARG,2015,123.787515023244,11.1514403633976,68.0431,142.241,13679.6264980954,2.73115982828944,22.4862260889792,17.0707048841583,,1919.75859208058,9.4,99.7,23.153056135905,14.1815854549835,55.8149012843362,5.1566859021408,43477012.0,91.4923019108628,83.75569332589,10.6321870580884,0
ARG,2016,121.560718153341,12.1728743487956,70.969,145.147,12699.9623137756,-2.08032784377811,26.0938878488799,17.6632278606203,,1889.87018853289,9.4,99.9,22.0541072112108,13.4880259708051,56.1222358547004,6.26456582010254,43900313.0,91.5856817228217,86.6743832906399,10.6003968297469,0
ARG,2017,77.4543527794199,14.3664294795697,74.2949,139.758,14532.5009308511,2.81850297775918,25.2896011376779,18.2125671747754,,1874.82963739464,10.4,100.0,21.782123219335,12.8351683415363,57.3499373815692,5.23162237725058,44288894.0,91.6776028433824,89.3297346952415,10.5598368832422,0
ARG,2018,75.6073655029544,14.601915980389,77.7,131.224,11752.7998922979,-2.61739646282038,30.7625359549926,16.6138850156371,34.2772237131003,1806.77623499039,10.5,100.0,23.7195923321304,14.0601434041581,56.3697502721818,4.53787889681146,44654882.0,91.7679941327998,91.0846512732766,10.5203731515078,0
ARG,2019,48.6393852234586,14.1219207494782,79.947,125.303,9955.97478680428,-2.00086100285785,32.6306150458499,14.2100303992191,53.5483043492339,1777.41507710553,10.7,100.0,23.1578477391434,13.5408390702829,55.4388171093669,5.3185559967348,44973465.0,91.8567844513802,95.1928240640628,10.4801786099266,0
ARG,2020,27.2449403233104,20.9927501850158,85.5144,121.181,8535.59938004389,-9.9004848136464,30.203698807416,14.4151557410245,42.0150947376509,1623.92450833523,9.8,100.0,22.4088763711802,14.5905295089183,54.8578674557962,6.35703367575527,45191965.0,91.9439026594897,99.3697348717996,10.4407148781923,0
ARG,2021,,24.6135588460074,87.1507,130.353,10738.0179223384,10.4418119882506,33.078689567466,18.0762892471421,48.4093786255199,1741.51377200597,9.2,100.0,23.4994644263761,15.558416982668,52.8340319497207,7.29128249622041,45312281.0,92.0292776175651,107.219557633976,10.4008857415345,0
ARG,2022,,18.8253969663899,88.3754,131.484,13962.1894087223,6.02074537534855,31.5801792606256,17.3855861358427,72.430757531824,1808.76021335553,,100.0,24.1118636272911,16.4165686180445,53.5341356683759,6.54156940484837,45407904.0,92.112838186126,107.103901423423,10.3610566048767,0
AUS,2000,1876.05319982163,6.07595378806028,46.7561,44.7511,21908.9968019784,3.9160574881715,40.8631257691954,26.2042380502619,4.45743514797224,5681.22885913159,8.4,100.0,24.5324572225662,11.4248399094364,64.4043847717005,3.10630676229169,19028802.0,85.1071608578257,,17.1581557606446,1
AUS,2001,1785.74472744483,4.6035529013505,52.6893,57.4839,19733.6510102645,2.03145880248898,44.1337313971929,23.3481102313323,4.40713536201469,5486.39455905443,8.4,100.0,23.5866945838107,10.8051481170037,64.2239165646111,3.50187086251559,19274701.0,85.1481094164726,,17.1286333519909,1
AUS,2002,1833.0853342764,5.27322920331627,,64.6582,20335.0960191023,3.94980535772942,41.3813128146921,24.3675142044517,2.98157453936348,5480.23464289818,8.7,100.0,23.5551713442922,10.4098668971934,64.0243636867564,3.94425123897134,19495210.0,85.2842102783464,,17.0991109433373,1
AUS,2003,1768.19806799633,5.10444873600436,,72.3885,23757.5898471684,3.0912800997751,40.1348011794482,25.8939093336516,2.73259596616786,5615.57675632995,7.2,100.0,23.9917259622795,10.7213180780763,64.3356156550363,2.88733584935682,19720737.0,85.4097077818668,,17.0695885346836,1
